machine_id,temperature,torque,tool_wear,vibration_index,anomaly_score
M_1,299.3,45.08,0.1333,0.47,0.102
M_2,297.0,43.82,0.2102,0.476,0.139
M_1,302.15,43.59,0.4109,0.651,0.305
M_2,296.01,41.67,0.4122,0.626,0.282
M_1,296.03,44.08,0.0367,0.31,0.003
M_3,299.07,44.24,0.4489,0.672,0.315
M_2,297.05,38.62,0.2151,0.425,0.123
M_2,299.81,40.64,0.2299,0.484,0.15
M_3,295.05,42.51,0.0551,0.399,0.042
M_1,297.96,42.81,0.0028,0.313,0.0
M_3,302.26,45.91,0.6084,0.744,0.427
M_3,303.43,42.95,0.3399,0.603,0.264
M_1,288.9,40.98,0.1353,0.499,0.113
M_1,295.95,43.69,0.2163,0.466,0.138
M_3,297.82,41.28,0.2537,0.447,0.148
M_1,302.67,40.58,0.3873,0.692,0.312
M_2,295.49,43.89,0.3304,0.585,0.231
M_1,292.38,43.06,0.0495,0.391,0.037
M_1,302.54,42.62,0.2493,0.523,0.19
M_1,297.09,43.2,0.2483,0.468,0.153
M_2,301.75,43.22,0.2134,0.541,0.174
M_1,299.77,44.17,0.4267,0.673,0.305
M_3,293.59,45.13,0.1228,0.443,0.088
M_3,303.15,42.23,0.307,0.547,0.228
M_1,298.47,43.08,0.267,0.482,0.166
M_1,292.93,41.8,0.0204,0.379,0.019
M_2,296.56,42.76,0.271,0.535,0.187
M_3,297.86,42.46,0.1176,0.405,0.072
M_3,296.5,42.39,0.1145,0.426,0.078
M_1,295.56,42.67,0.0928,0.396,0.058
M_2,299.15,43.68,0.1039,0.42,0.071
M_2,297.8,43.08,0.2266,0.591,0.186
M_1,299.35,42.58,0.0846,0.395,0.054
M_3,293.43,43.63,0.0534,0.439,0.055
M_2,297.51,40.6,0.0518,0.297,0.005
M_1,297.28,39.64,0.1786,0.502,0.134
M_2,297.3,39.79,0.1751,0.464,0.119
M_3,298.3,45.44,0.1166,0.518,0.111
M_3,298.18,40.74,0.1142,0.447,0.085
M_3,300.86,45.57,0.2978,0.729,0.272
M_2,300.77,42.91,0.5222,0.784,0.392
M_2,295.95,43.92,0.1109,0.371,0.057
M_2,298.94,44.05,0.5467,0.694,0.366
M_3,293.92,44.06,0.04,0.365,0.023
M_1,299.78,44.12,0.3803,0.548,0.241
M_1,296.46,41.89,0.1585,0.465,0.111
M_3,297.47,41.89,0.2242,0.507,0.156
M_1,301.42,41.89,0.2981,0.527,0.206
M_2,295.31,42.53,0.0036,0.318,0.0
M_2,296.03,42.22,0.1564,0.429,0.098
M_3,300.31,43.44,0.0443,0.335,0.017
M_3,299.92,44.52,0.1505,0.51,0.124
M_1,304.42,42.4,0.418,0.748,0.357
M_3,300.77,42.39,0.457,0.664,0.321
M_3,302.86,43.19,0.5177,0.822,0.417
M_3,295.76,42.54,0.2749,0.603,0.212
M_2,295.53,41.5,0.0476,0.394,0.037
M_3,298.06,42.05,0.0939,0.465,0.082
M_3,297.01,41.63,0.0586,0.421,0.051
M_2,289.27,41.31,0.1072,0.379,0.058
M_1,293.09,41.08,0.0085,0.318,0.0
M_1,300.69,44.0,0.3885,0.49,0.228
M_1,299.91,43.73,0.5205,0.771,0.381
M_3,298.58,44.23,0.0775,0.321,0.025
M_1,299.29,45.27,0.3062,0.62,0.232
M_2,298.31,42.71,0.0352,0.406,0.035
M_3,298.28,40.36,0.4198,0.655,0.296
M_2,296.97,42.59,0.0691,0.496,0.082
M_1,296.42,43.12,0.2067,0.545,0.161
M_3,298.17,43.89,0.1546,0.557,0.142
M_1,300.79,43.68,0.207,0.506,0.153
M_2,297.54,41.89,0.2383,0.577,0.187
M_3,292.87,43.08,0.021,0.377,0.019
M_2,297.32,41.54,0.0785,0.443,0.068
M_1,302.82,45.01,0.562,0.753,0.413
M_1,297.55,42.34,0.0783,0.337,0.031
M_1,303.41,40.04,0.3814,0.57,0.271
M_3,297.53,42.97,0.1642,0.429,0.102
M_3,294.8,41.07,0.123,0.438,0.086
M_2,300.67,44.51,0.2253,0.592,0.19
M_3,297.26,43.4,0.0495,0.468,0.064
M_3,297.37,42.88,0.0804,0.484,0.083
M_2,298.29,44.46,0.296,0.51,0.189
M_1,292.69,41.66,0.1882,0.436,0.115
M_1,298.42,41.63,0.1898,0.451,0.121
M_2,300.55,44.41,0.2028,0.391,0.109
M_1,297.27,43.37,0.0706,0.41,0.053
M_1,294.86,43.7,0.0908,0.387,0.054
M_1,298.23,41.28,0.0797,0.363,0.04
M_2,299.28,42.77,0.2461,0.6,0.198
M_1,297.87,42.36,0.1459,0.483,0.112
M_2,296.49,44.51,0.1453,0.344,0.063
M_1,302.15,44.41,0.3393,0.663,0.277
M_2,294.38,40.96,0.1412,0.468,0.105
M_2,296.71,44.03,0.2513,0.602,0.201
M_1,299.64,40.17,0.1433,0.382,0.076
M_2,295.31,44.09,0.2834,0.552,0.198
M_1,298.72,44.91,0.3524,0.537,0.224
M_1,297.9,44.28,0.3344,0.634,0.25
M_2,293.33,41.16,0.039,0.444,0.051
M_2,295.92,40.33,0.2792,0.638,0.226
M_2,295.74,43.53,0.434,0.774,0.344
M_3,308.24,46.54,0.5781,0.695,0.436
M_2,299.9,46.13,0.4236,0.531,0.254
M_2,296.26,41.95,0.1657,0.506,0.129
M_1,295.75,42.46,0.1642,0.52,0.133
M_2,298.25,39.02,0.5018,0.659,0.334
M_1,304.39,41.18,0.3609,0.521,0.252
M_3,295.19,44.29,0.2069,0.484,0.14
M_3,302.96,39.85,0.3349,0.627,0.267
M_1,296.35,42.65,0.0372,0.408,0.037
M_3,294.95,42.7,0.0874,0.289,0.018
M_3,295.8,43.67,0.1654,0.416,0.098
M_2,296.89,41.26,0.0223,0.233,0.0
M_3,296.43,42.89,0.4685,0.586,0.294
M_1,298.03,41.56,0.0241,0.43,0.039
M_3,297.63,43.77,0.1218,0.434,0.084
M_1,296.83,42.07,0.1697,0.592,0.161
M_2,300.41,43.7,0.6106,0.792,0.432
M_2,300.1,44.33,0.0291,0.321,0.003
M_2,293.94,42.07,0.0877,0.382,0.051
M_1,301.18,44.0,0.3845,0.669,0.293
M_1,302.54,43.08,0.1963,0.408,0.126
M_1,296.77,41.94,0.0973,0.335,0.038
M_2,300.2,43.75,0.4721,0.618,0.308
M_1,297.22,38.03,0.2495,0.505,0.167
M_2,296.97,43.01,0.2521,0.504,0.167
M_2,297.99,42.09,0.2809,0.617,0.22
M_2,295.56,45.15,0.3591,0.512,0.218
M_3,298.52,41.67,0.1519,0.397,0.085
M_1,296.3,43.27,0.0136,0.363,0.011
M_2,295.12,42.25,0.1322,0.399,0.077
M_3,297.72,43.93,0.0339,0.428,0.043
M_3,296.79,45.57,0.2238,0.545,0.169
M_1,295.92,43.63,0.3329,0.47,0.192
M_2,296.58,44.26,0.143,0.448,0.099
M_2,295.61,41.46,0.0515,0.445,0.057
M_2,296.98,44.85,0.4349,0.657,0.303
M_2,295.08,44.29,0.2013,0.569,0.167
M_2,296.76,44.78,0.0942,0.303,0.026
M_2,298.77,38.98,0.1998,0.55,0.16
M_3,301.9,44.93,0.5353,0.725,0.385
M_2,300.7,44.47,0.6079,0.7,0.401
M_2,297.9,41.35,0.0859,0.361,0.042
M_3,295.68,41.69,0.1136,0.403,0.07
M_3,296.55,42.04,0.4527,0.678,0.318
M_3,288.72,40.45,0.0116,0.303,0.0
M_2,298.61,45.42,0.2909,0.582,0.212
M_3,291.26,41.74,0.1361,0.442,0.093
M_3,295.51,41.48,0.065,0.4,0.047
M_1,297.98,40.59,0.3156,0.458,0.18
M_1,293.16,41.54,0.0447,0.296,0.001
M_1,297.91,40.7,0.244,0.539,0.176
M_2,295.92,41.33,0.1198,0.433,0.083
M_2,299.79,43.66,0.2595,0.574,0.195
M_3,297.99,41.26,0.2263,0.473,0.145
M_1,296.86,43.38,0.225,0.358,0.104
M_3,295.53,43.76,0.2837,0.609,0.218
M_1,302.82,43.72,0.2042,0.594,0.196
M_2,294.87,43.23,0.094,0.391,0.057
M_3,298.23,43.06,0.2732,0.609,0.213
M_3,298.29,40.94,0.3311,0.588,0.232
M_1,293.85,41.44,0.2037,0.483,0.138
M_1,294.38,41.03,0.2831,0.457,0.165
M_3,299.82,42.06,0.0981,0.331,0.037
M_2,295.71,40.42,0.1311,0.484,0.106
M_2,296.02,41.86,0.0683,0.283,0.007
M_2,297.87,39.63,0.0442,0.345,0.018
M_2,299.12,43.49,0.4516,0.613,0.295
M_3,299.21,43.61,0.2769,0.506,0.179
M_2,298.0,41.09,0.3072,0.616,0.231
M_2,293.07,42.7,0.1274,0.46,0.096
M_2,293.59,45.04,0.296,0.446,0.167
M_3,293.05,39.12,0.0753,0.393,0.049
M_3,293.97,43.07,0.0533,0.357,0.026
M_3,301.05,44.11,0.4045,0.717,0.318
M_1,302.39,42.02,0.1521,0.563,0.159
M_3,302.02,42.7,0.1794,0.508,0.15
M_2,293.47,38.93,0.0417,0.483,0.065
M_1,303.04,44.62,0.4819,0.745,0.376
M_1,298.08,42.27,0.2869,0.539,0.195
M_1,296.29,42.79,0.1865,0.422,0.109
M_1,299.57,42.9,0.2,0.506,0.145
M_2,295.28,42.28,0.4032,0.696,0.302
M_3,296.3,43.81,0.0998,0.441,0.077
M_2,298.27,45.35,0.1529,0.509,0.125
M_2,300.3,45.89,0.4294,0.612,0.287
M_2,293.1,42.93,0.0049,0.412,0.024
M_2,299.61,42.91,0.0582,0.375,0.035
M_2,298.01,45.54,0.2667,0.448,0.154
M_1,298.44,43.15,0.1192,0.408,0.074
M_1,301.37,43.38,0.2588,0.458,0.163
M_3,296.97,41.54,0.1171,0.282,0.029
M_1,299.34,44.54,0.262,0.59,0.202
M_3,301.99,42.24,0.3123,0.605,0.243
M_1,295.83,42.73,0.148,0.412,0.088
M_2,301.12,42.98,0.2697,0.488,0.177
M_2,294.29,43.18,0.247,0.54,0.178
M_3,296.28,39.58,0.1276,0.432,0.086
M_2,297.27,42.73,0.1876,0.433,0.114
M_3,297.53,44.39,0.4376,0.653,0.303
M_1,297.29,42.95,0.1965,0.507,0.143
M_1,295.07,41.4,0.1784,0.541,0.147
M_2,304.31,44.45,0.3874,0.639,0.304
M_2,295.81,42.86,0.0363,0.285,0.0
M_2,295.45,39.33,0.013,0.414,0.028
M_2,297.82,40.92,0.1396,0.374,0.071
M_3,297.51,43.99,0.0328,0.355,0.017
M_1,293.53,43.26,0.0387,0.375,0.026
M_1,297.49,43.94,0.1822,0.387,0.095
M_3,297.13,43.83,0.0458,0.356,0.023
M_2,296.17,42.47,0.1569,0.484,0.117
M_3,295.13,45.44,0.2359,0.481,0.152
M_2,303.45,43.42,0.363,0.607,0.276
M_3,300.25,43.19,0.2474,0.48,0.158
M_2,295.36,40.39,0.0201,0.383,0.021
M_3,297.18,44.19,0.205,0.565,0.168
M_1,293.56,43.19,0.1527,0.561,0.142
M_2,297.65,40.69,0.1075,0.483,0.095
M_1,297.19,42.3,0.3069,0.675,0.252
M_2,303.9,42.0,0.3378,0.605,0.267
M_3,301.1,44.05,0.3289,0.657,0.263
M_3,294.42,42.79,0.1266,0.464,0.097
M_1,298.55,41.99,0.1011,0.335,0.04
M_1,301.02,44.92,0.3617,0.542,0.237
M_1,295.84,41.83,0.1307,0.456,0.096
M_2,293.19,43.09,0.2026,0.44,0.123
M_3,293.27,42.48,0.085,0.423,0.064
M_3,299.31,44.28,0.243,0.423,0.135
M_1,297.55,44.39,0.2637,0.605,0.208
M_1,298.22,38.95,0.0654,0.33,0.023
M_1,299.26,42.37,0.0056,0.376,0.012
M_3,296.4,40.53,0.1793,0.442,0.113
M_2,301.61,44.1,0.5829,0.755,0.415
M_3,297.76,42.17,0.0745,0.462,0.073
M_1,298.92,44.91,0.4079,0.623,0.279
M_2,294.23,42.79,0.1906,0.461,0.124
M_2,299.91,43.91,0.013,0.327,0.0
M_3,297.85,41.48,0.2223,0.511,0.156
M_2,301.46,43.66,0.3533,0.56,0.242
M_1,295.58,43.58,0.0711,0.431,0.06
M_3,299.13,44.09,0.0701,0.474,0.075
M_3,296.6,43.6,0.056,0.429,0.053
M_3,300.8,41.0,0.1869,0.465,0.13
M_3,296.98,43.54,0.2222,0.576,0.179
M_1,301.09,45.24,0.2528,0.483,0.167
M_1,292.82,42.27,0.0352,0.417,0.039
M_2,297.36,41.79,0.2699,0.487,0.169
M_3,298.85,43.93,0.492,0.683,0.338
M_3,298.05,43.27,0.2182,0.555,0.17
M_3,296.48,41.39,0.0734,0.508,0.088
M_1,301.78,43.21,0.336,0.677,0.277
M_1,295.82,41.24,0.0439,0.508,0.075
M_1,296.69,41.88,0.127,0.394,0.073
M_1,299.65,42.83,0.3422,0.512,0.211
M_1,299.65,40.78,0.2631,0.568,0.195
M_2,296.18,42.77,0.0332,0.406,0.035
M_3,295.97,41.35,0.0202,0.333,0.003
M_1,301.15,43.86,0.1905,0.349,0.093
M_2,297.25,42.07,0.114,0.333,0.045
M_1,293.49,43.2,0.2693,0.547,0.19
M_2,298.74,41.77,0.0098,0.397,0.021
M_3,296.27,43.58,0.3494,0.557,0.23
M_1,294.94,43.49,0.0084,0.4,0.021
M_3,305.51,42.74,0.4709,0.677,0.363
M_2,299.07,41.37,0.1717,0.488,0.125
M_3,298.61,42.65,0.1771,0.296,0.061
M_2,299.24,43.41,0.3934,0.585,0.259
M_1,300.32,43.38,0.2768,0.627,0.224
M_2,297.85,42.87,0.1367,0.478,0.106
M_2,298.24,44.44,0.3577,0.527,0.223
M_3,301.99,42.17,0.2077,0.493,0.157
M_2,296.41,41.92,0.1105,0.445,0.083
M_1,296.43,42.41,0.1132,0.52,0.11
M_1,291.93,43.01,0.0736,0.433,0.062
M_1,304.21,42.41,0.2444,0.556,0.21
M_2,291.21,43.05,0.0302,0.439,0.045
M_2,296.54,45.82,0.2099,0.383,0.106
M_2,297.95,42.73,0.1739,0.47,0.12
M_2,297.56,42.56,0.1408,0.432,0.092
M_2,296.7,43.06,0.1408,0.495,0.114
M_3,297.89,44.61,0.1139,0.429,0.079
M_3,299.5,44.69,0.4263,0.711,0.318
M_3,297.8,43.34,0.0725,0.413,0.055
M_2,300.98,41.4,0.2909,0.602,0.226
M_2,296.7,43.92,0.3417,0.642,0.256
M_3,293.94,41.18,0.1079,0.416,0.071
M_2,297.74,42.81,0.2136,0.461,0.135
M_3,294.95,44.13,0.0273,0.373,0.02
M_3,292.5,44.73,0.0545,0.403,0.043
M_2,297.1,42.91,0.1262,0.509,0.113
M_3,302.71,41.24,0.2931,0.57,0.227
M_3,297.55,42.68,0.2583,0.56,0.19
M_3,294.22,43.01,0.1354,0.419,0.085
M_1,300.33,44.97,0.0884,0.311,0.028
M_3,297.74,44.53,0.3787,0.652,0.276
M_3,293.94,44.09,0.2832,0.421,0.152
M_2,299.71,41.38,0.1888,0.419,0.109
M_2,296.8,42.14,0.0976,0.407,0.064
M_3,298.06,42.53,0.2185,0.421,0.123
M_2,296.89,43.01,0.1075,0.446,0.082
M_3,305.28,42.78,0.4873,0.74,0.391
M_3,301.2,44.33,0.3834,0.602,0.269
M_2,295.35,44.69,0.1847,0.446,0.117
M_1,294.87,42.41,0.0682,0.413,0.053
M_3,295.77,42.48,0.2043,0.551,0.162
M_1,296.22,42.53,0.0741,0.431,0.062
M_2,293.72,44.39,0.0485,0.439,0.053
M_2,295.1,43.48,0.0153,0.31,0.0
M_3,299.58,44.56,0.4091,0.638,0.285
M_2,295.47,43.26,0.0394,0.29,0.0
M_2,304.24,45.45,0.459,0.693,0.355
M_3,304.97,45.73,0.4302,0.694,0.347
M_3,291.5,42.92,0.0937,0.444,0.075
M_3,297.21,43.22,0.4024,0.649,0.286
M_2,301.89,43.76,0.4626,0.689,0.34
M_3,294.89,41.22,0.2584,0.427,0.143
M_3,297.66,45.54,0.2089,0.555,0.166
M_3,291.67,40.66,0.0659,0.314,0.017
M_1,292.6,41.69,0.0231,0.318,0.0
M_2,297.11,41.26,0.0921,0.454,0.078
M_1,297.56,40.95,0.1271,0.521,0.117
M_3,300.38,42.74,0.2668,0.545,0.191
M_3,299.73,43.78,0.4582,0.743,0.344
M_3,295.56,43.21,0.0964,0.407,0.063
M_3,297.47,41.98,0.326,0.567,0.222
M_3,294.78,41.81,0.0816,0.332,0.03
M_1,298.24,39.52,0.092,0.329,0.034
M_2,296.84,45.41,0.332,0.565,0.225
M_2,297.73,40.74,0.0874,0.555,0.111
M_1,299.71,44.75,0.624,0.697,0.402
M_3,301.18,43.18,0.4937,0.681,0.346
M_2,292.07,41.34,0.009,0.375,0.013
M_1,299.9,42.1,0.1583,0.506,0.126
M_1,298.55,45.65,0.3295,0.566,0.224
M_3,295.11,44.75,0.2459,0.557,0.183
M_1,297.88,42.34,0.1553,0.52,0.129
M_2,293.36,41.57,0.1387,0.465,0.103
M_2,296.92,43.14,0.032,0.483,0.061
M_1,298.03,42.24,0.1205,0.414,0.077
M_1,294.97,42.12,0.0555,0.369,0.032
M_3,292.33,44.2,0.0671,0.323,0.021
M_3,297.83,44.13,0.1111,0.434,0.079
M_1,296.51,42.99,0.2095,0.463,0.134
M_2,297.87,42.25,0.1172,0.474,0.096
M_2,300.15,43.35,0.4158,0.742,0.325
M_1,291.53,41.3,0.2721,0.549,0.192
M_3,298.64,42.42,0.0333,0.233,0.0
M_3,295.05,42.24,0.031,0.373,0.022
M_3,301.02,44.36,0.431,0.586,0.284
M_2,301.51,45.35,0.2072,0.492,0.153
M_2,295.57,41.49,0.1779,0.506,0.135
M_2,296.8,42.48,0.1112,0.291,0.03
M_1,297.01,44.55,0.2691,0.464,0.161
M_1,296.51,42.24,0.161,0.525,0.134
M_1,292.42,42.5,0.0838,0.359,0.041
M_3,292.9,45.42,0.1021,0.481,0.092
M_1,293.25,41.29,0.1023,0.409,0.067
M_3,293.36,41.36,0.1239,0.455,0.092
M_2,295.45,42.14,0.261,0.571,0.195
M_1,301.2,43.79,0.5089,0.607,0.327
M_2,299.29,44.6,0.2868,0.57,0.206
M_3,301.99,45.27,0.549,0.733,0.394
M_3,299.3,38.58,0.0444,0.406,0.039
M_2,297.59,44.92,0.2926,0.526,0.193
M_3,298.51,42.34,0.1114,0.301,0.033
M_3,304.94,43.5,0.2882,0.609,0.253
M_1,294.87,44.07,0.1331,0.484,0.107
M_3,301.16,41.16,0.2679,0.471,0.171
M_2,303.2,46.25,0.4168,0.697,0.33
M_2,295.73,41.65,0.1944,0.433,0.116
M_2,296.26,46.23,0.036,0.371,0.023
M_1,299.0,42.88,0.1752,0.47,0.121
M_1,298.67,41.17,0.0616,0.389,0.041
M_1,296.51,42.28,0.2551,0.367,0.121
M_3,296.85,40.29,0.0986,0.381,0.055
M_2,295.94,42.0,0.0115,0.285,0.0
M_1,298.11,43.7,0.1728,0.438,0.108
M_1,298.21,45.29,0.1943,0.48,0.133
M_3,298.46,42.25,0.1624,0.455,0.11
M_1,296.9,42.89,0.2977,0.569,0.211
M_1,302.4,42.8,0.3604,0.61,0.269
M_3,296.34,41.99,0.1112,0.454,0.086
M_1,298.52,43.37,0.0966,0.491,0.093
M_1,297.0,41.81,0.2086,0.396,0.11
M_3,296.52,43.35,0.0903,0.442,0.073
M_3,298.49,41.41,0.1865,0.504,0.138
M_3,296.04,42.47,0.0841,0.289,0.016
M_2,290.76,42.27,0.0338,0.285,0.0
M_2,296.69,39.96,0.1999,0.605,0.179
M_3,295.17,42.28,0.0275,0.401,0.03
M_1,295.03,45.7,0.2187,0.32,0.088
M_2,302.68,46.29,0.2685,0.575,0.218
M_2,295.26,42.28,0.2046,0.554,0.164
M_1,296.28,43.48,0.1092,0.448,0.083
M_1,302.86,42.33,0.5549,0.734,0.403
M_2,288.4,40.87,0.0587,0.409,0.047
M_3,296.0,44.47,0.109,0.503,0.103
M_3,293.93,43.92,0.012,0.364,0.01
M_3,296.05,43.58,0.1503,0.394,0.083
M_3,296.24,43.48,0.2622,0.562,0.192
M_1,299.1,42.84,0.2649,0.491,0.168
M_1,295.4,44.62,0.1375,0.526,0.123
M_3,300.52,45.64,0.595,0.76,0.415
M_3,291.44,40.2,0.0489,0.393,0.037
M_1,296.52,40.71,0.2763,0.486,0.172
M_3,292.85,41.87,0.0398,0.397,0.034
M_1,295.03,42.86,0.1508,0.435,0.097
M_1,297.19,45.08,0.2253,0.522,0.162
M_1,294.26,41.5,0.0932,0.34,0.038
M_2,296.2,42.07,0.3778,0.592,0.255
M_1,292.99,43.12,0.15,0.352,0.068
M_1,297.07,42.32,0.1166,0.371,0.06
M_2,297.59,42.68,0.2368,0.513,0.164
M_2,302.84,42.95,0.389,0.726,0.326
M_2,295.35,42.78,0.2044,0.548,0.161
M_2,296.2,43.72,0.0447,0.364,0.025
M_1,298.08,44.41,0.3997,0.573,0.258
M_1,296.04,43.17,0.0713,0.404,0.051
M_3,299.99,43.61,0.2708,0.541,0.189
M_3,295.91,41.73,0.1614,0.466,0.113
M_3,297.87,43.66,0.5472,0.74,0.383
M_3,294.32,41.43,0.0954,0.238,0.004
M_1,293.97,41.92,0.0523,0.294,0.004
M_2,297.69,43.5,0.1667,0.336,0.07
M_3,298.31,44.11,0.3781,0.653,0.276
M_1,305.88,43.07,0.5657,0.668,0.405
M_1,298.68,41.76,0.1627,0.419,0.097
M_2,300.16,41.92,0.0784,0.517,0.095
M_2,295.44,43.73,0.1017,0.426,0.072
M_1,304.89,43.84,0.5035,0.677,0.374
M_1,297.44,43.13,0.2965,0.482,0.18
M_1,301.91,42.3,0.4502,0.708,0.34
M_2,296.96,43.16,0.2281,0.45,0.138
M_3,303.04,43.24,0.2432,0.528,0.192
M_3,300.18,42.82,0.374,0.658,0.277
M_1,300.63,42.37,0.0943,0.39,0.061
M_2,293.86,40.97,0.292,0.57,0.209
M_2,297.82,43.69,0.0452,0.393,0.035
M_2,294.17,46.12,0.1549,0.554,0.141
M_2,297.71,40.4,0.1398,0.473,0.106
M_3,297.85,41.55,0.3788,0.795,0.326
M_2,295.65,39.84,0.1372,0.488,0.11
M_2,300.2,42.67,0.2882,0.503,0.185
M_1,295.65,44.29,0.4836,0.738,0.353
M_1,299.39,42.43,0.173,0.436,0.108
M_3,299.78,44.97,0.4271,0.713,0.319
M_3,291.24,44.12,0.0072,0.332,0.0
M_2,294.04,43.52,0.1717,0.491,0.127
M_1,301.13,42.93,0.2543,0.508,0.177
M_3,299.7,44.82,0.1408,0.419,0.088
M_1,294.75,41.47,0.0829,0.386,0.05
M_3,291.76,41.02,0.0743,0.388,0.047
M_1,297.76,44.08,0.3873,0.611,0.266
M_2,302.97,43.87,0.4337,0.602,0.303
M_2,295.54,41.57,0.0469,0.275,0.0
M_3,297.88,43.13,0.2062,0.477,0.137
M_2,297.27,45.12,0.2945,0.537,0.198
M_1,296.62,41.13,0.0263,0.419,0.036
M_3,301.24,43.48,0.1138,0.516,0.118
M_1,295.77,41.17,0.096,0.357,0.046
M_1,304.96,43.76,0.4927,0.615,0.348
M_1,302.34,45.58,0.4808,0.774,0.38
M_1,298.12,42.44,0.0606,0.371,0.035
M_1,302.31,47.87,0.6125,0.736,0.426
M_3,301.06,43.73,0.1869,0.608,0.182
M_1,293.8,42.62,0.1222,0.538,0.121
M_2,300.48,44.16,0.4685,0.76,0.358
M_3,291.8,38.57,0.0152,0.276,0.0
M_2,298.55,43.86,0.4147,0.774,0.335
M_3,293.14,41.03,0.0859,0.45,0.074
M_2,304.02,44.3,0.3106,0.481,0.212
M_2,298.54,42.65,0.2385,0.517,0.166
M_3,297.92,43.43,0.4447,0.616,0.293
M_1,295.22,42.66,0.2715,0.479,0.167
M_2,297.63,44.21,0.2466,0.687,0.229
M_1,299.53,42.49,0.0951,0.397,0.059
M_3,292.26,43.35,0.0709,0.345,0.03
M_1,294.84,43.28,0.0521,0.413,0.046
M_3,299.51,43.29,0.1925,0.51,0.143
M_1,297.75,40.46,0.0956,0.357,0.045
M_2,294.43,44.23,0.1736,0.423,0.104
M_3,293.61,40.52,0.1075,0.543,0.116
M_3,299.25,39.65,0.0511,0.41,0.044
M_2,304.48,41.24,0.6221,0.855,0.487
M_3,300.44,45.28,0.1922,0.6,0.177
M_1,300.99,42.46,0.2467,0.654,0.224
M_1,299.05,41.55,0.299,0.536,0.2
M_1,295.97,40.99,0.1835,0.485,0.13
M_2,296.33,42.3,0.2574,0.55,0.186
M_1,299.62,41.9,0.1399,0.44,0.094
M_3,290.98,43.01,0.0849,0.482,0.084
M_3,292.77,42.58,0.0813,0.33,0.029
M_2,296.93,42.92,0.1514,0.462,0.108
M_3,293.43,42.69,0.0151,0.38,0.017
M_3,302.49,46.41,0.4778,0.646,0.335
M_2,299.99,42.85,0.123,0.502,0.109
M_1,299.24,44.43,0.3766,0.677,0.284
M_1,295.88,41.49,0.3453,0.608,0.246
M_3,299.11,47.07,0.3857,0.606,0.263
M_2,297.09,41.24,0.0493,0.399,0.039
M_2,297.75,42.39,0.3398,0.55,0.223
M_3,302.39,41.84,0.6762,0.902,0.513
M_3,293.02,40.22,0.0313,0.352,0.015
M_2,295.07,44.25,0.0264,0.325,0.003
M_2,301.79,39.92,0.3052,0.553,0.22
M_1,303.86,40.6,0.0512,0.384,0.061
M_3,296.65,44.18,0.0102,0.454,0.041
M_3,295.15,41.23,0.0291,0.333,0.007
M_2,297.76,42.77,0.2161,0.603,0.186
M_2,292.7,42.51,0.0172,0.314,0.0
M_2,302.43,44.45,0.4586,0.733,0.357
M_3,298.31,43.22,0.4669,0.664,0.32
M_2,297.71,41.53,0.4169,0.595,0.273
M_3,298.85,44.12,0.2353,0.496,0.157
M_2,297.9,47.64,0.4087,0.619,0.278
M_2,300.47,41.67,0.2603,0.542,0.188
M_3,297.07,42.8,0.1299,0.354,0.06
M_1,299.03,45.59,0.3281,0.528,0.21
M_3,302.38,41.68,0.2782,0.531,0.205
M_1,295.94,43.05,0.2015,0.521,0.15
M_2,296.2,46.85,0.5048,0.69,0.346
M_3,300.52,44.22,0.2444,0.54,0.18
M_2,297.04,41.17,0.3024,0.633,0.235
M_1,291.99,41.09,0.0392,0.307,0.003
M_2,300.81,44.31,0.2673,0.478,0.171
M_3,299.17,43.67,0.2465,0.579,0.191
M_1,298.73,43.13,0.1388,0.528,0.125
M_2,300.58,44.41,0.3188,0.565,0.223
M_1,297.6,44.86,0.2056,0.546,0.161
M_1,300.51,43.88,0.3489,0.602,0.248
M_3,295.41,41.39,0.261,0.491,0.167
M_1,295.04,44.36,0.2122,0.473,0.138
M_3,297.68,42.06,0.1006,0.444,0.078
M_2,297.78,45.42,0.3211,0.494,0.195
M_3,300.66,42.8,0.547,0.845,0.424
M_3,299.17,43.76,0.1281,0.448,0.092
M_1,302.0,44.6,0.4862,0.596,0.318
M_3,297.69,43.96,0.2197,0.545,0.167
M_3,295.78,41.97,0.172,0.436,0.108
M_2,303.18,46.1,0.124,0.401,0.095
M_3,297.49,43.76,0.051,0.304,0.007
M_3,295.97,44.47,0.0534,0.275,0.0
M_1,297.67,43.03,0.1616,0.456,0.11
M_1,295.61,42.3,0.1488,0.45,0.102
M_3,299.74,45.09,0.329,0.633,0.247
M_1,301.55,43.23,0.1574,0.328,0.073
M_2,302.23,41.96,0.3835,0.756,0.33
M_1,292.46,44.42,0.103,0.379,0.056
M_2,300.5,42.37,0.1605,0.456,0.113
M_2,298.52,40.8,0.05,0.502,0.076
M_1,301.43,44.09,0.3394,0.52,0.222
M_3,294.28,44.15,0.0784,0.305,0.02
M_1,300.95,42.73,0.2952,0.6,0.227
M_2,295.05,41.01,0.0845,0.377,0.048
M_2,294.37,42.75,0.0752,0.399,0.051
M_1,297.11,43.71,0.3299,0.539,0.215
M_2,296.61,43.01,0.1246,0.464,0.096
M_2,294.47,41.86,0.1139,0.471,0.094
M_1,297.51,42.96,0.1164,0.475,0.096
M_3,293.45,41.15,0.0399,0.306,0.002
